timestamp_utc,timestamp_epoch,temp_f,temp_c,device_id
2021-01-23 05:28:43,1611379723,62.2,16.8,2707176363363894
2021-01-23 05:04:53,1611378293,62.2,16.8,2707176363363894
2021-01-23 05:35:42,1611380142,62.2,16.8,2707176363363894
2021-01-23 05:10:50,1611378650,62.2,16.8,2707176363363894
2021-01-23 05:28:41,1611379721,62.2,16.8,2707176363363894
2021-01-23 05:27:05,1611379625,62.2,16.8,2707176363363894
2021-01-23 05:26:10,1611379570,62.2,16.8,2707176363363894
2021-01-23 05:25:39,1611379539,62.2,16.8,2707176363363894
2021-01-23 05:47:58,1611380878,62.2,16.8,2707176363363894
2021-01-23 05:37:07,1611380227,62.2,16.8,2707176363363894
2021-01-23 05:05:56,1611378356,62.2,16.8,2707176363363894
2021-01-23 05:29:44,1611379784,62.2,16.8,2707176363363894
2021-01-23 00:52:48,1611363168,62.2,16.8,2707176363363894
2021-01-23 00:29:55,1611361795,62.2,16.8,2707176363363894
2021-01-23 01:16:31,1611364591,62.2,16.8,2707176363363894
2021-01-23 00:29:43,1611361783,62.2,16.8,2707176363363894
2021-01-23 00:29:51,1611361791,62.2,16.8,2707176363363894
2021-01-23 00:52:30,1611363150,62.2,16.8,2707176363363894
2021-01-23 00:28:54,1611361734,62.2,16.8,2707176363363894
2021-01-23 00:50:45,1611363045,62.2,16.8,2707176363363894
2021-01-23 01:15:54,1611364554,62.2,16.8,2707176363363894
2021-01-23 00:09:48,1611360588,62.2,16.8,2707176363363894
2021-01-23 00:57:44,1611363464,62.2,16.8,2707176363363894
2021-01-23 00:49:25,1611362965,62.2,16.8,2707176363363894
2021-01-23 00:12:04,1611360724,62.2,16.8,2707176363363894
2021-01-23 01:17:46,1611364666,62.2,16.8,2707176363363894
2021-01-23 01:12:35,1611364355,62.2,16.8,2707176363363894
2021-01-23 00:12:00,1611360720,62.2,16.8,2707176363363894
2021-01-23 00:50:46,1611363046,62.2,16.8,2707176363363894
2021-01-23 03:59:37,1611374377,62.2,16.8,2707176363363894
2021-01-23 04:36:03,1611376563,62.2,16.8,2707176363363894
2021-01-23 03:59:07,1611374347,62.2,16.8,2707176363363894
2021-01-23 03:57:17,1611374237,62.2,16.8,2707176363363894
2021-01-23 04:45:03,1611377103,62.2,16.8,2707176363363894
2021-01-23 04:36:30,1611376590,62.2,16.8,2707176363363894
2021-01-23 03:57:22,1611374242,62.2,16.8,2707176363363894
2021-01-23 04:38:12,1611376692,62.2,16.8,2707176363363894
2021-01-23 04:39:34,1611376774,62.2,16.8,2707176363363894
2021-01-23 03:59:19,1611374359,62.2,16.8,2707176363363894
2021-01-23 03:59:56,1611374396,62.2,16.8,2707176363363894
2021-01-23 03:57:03,1611374223,62.2,16.8,2707176363363894
2021-01-23 23:48:20,1611445700,62.2,16.8,2707176363363894
2021-01-23 23:57:49,1611446269,62.2,16.8,2707176363363894
2021-01-23 23:52:55,1611445975,62.2,16.8,2707176363363894
2021-01-23 23:28:04,1611444484,62.2,16.8,2707176363363894
2021-01-23 23:54:56,1611446096,62.2,16.8,2707176363363894
2021-01-23 23:47:26,1611445646,62.2,16.8,2707176363363894
2021-01-23 23:53:54,1611446034,62.2,16.8,2707176363363894
2021-01-23 23:28:22,1611444502,62.2,16.8,2707176363363894
2021-01-23 23:27:59,1611444479,62.2,16.8,2707176363363894
2021-01-23 23:48:29,1611445709,62.2,16.8,2707176363363894
2021-01-23 23:51:39,1611445899,62.2,16.8,2707176363363894
2021-01-23 23:47:50,1611445670,62.2,16.8,2707176363363894
2021-01-23 23:30:00,1611444600,62.2,16.8,2707176363363894
2021-01-23 23:47:07,1611445627,62.2,16.8,2707176363363894
2021-01-23 23:48:42,1611445722,62.2,16.8,2707176363363894
2021-01-23 23:49:44,1611445784,62.2,16.8,2707176363363894
2021-01-23 00:06:21,1611360381,62.2,16.8,2707176363363894
2021-01-23 02:10:32,1611367832,62.2,16.8,2707176363363894
2021-01-23 01:21:46,1611364906,62.2,16.8,2707176363363894
2021-01-23 01:43:49,1611366229,62.2,16.8,2707176363363894
2021-01-23 01:44:29,1611366269,62.2,16.8,2707176363363894
2021-01-23 01:42:02,1611366122,62.2,16.8,2707176363363894
2021-01-23 02:12:09,1611367929,62.2,16.8,2707176363363894
2021-01-23 01:33:34,1611365614,62.2,16.8,2707176363363894
2021-01-23 01:34:32,1611365672,62.2,16.8,2707176363363894
2021-01-23 21:28:45,1611437325,62.2,16.8,2707176363363894
2021-01-23 21:29:19,1611437359,62.2,16.8,2707176363363894
2021-01-23 05:44:50,1611380690,62.2,16.8,2707176363363894
2021-01-23 05:45:59,1611380759,62.2,16.8,2707176363363894
2021-01-23 05:58:19,1611381499,62.2,16.8,2707176363363894
2021-01-23 05:47:20,1611380840,62.2,16.8,2707176363363894
2021-01-23 05:27:09,1611379629,62.2,16.8,2707176363363894
2021-01-23 05:59:19,1611381559,62.2,16.8,2707176363363894
2021-01-23 05:08:34,1611378514,62.2,16.8,2707176363363894
2021-01-23 05:33:10,1611379990,62.2,16.8,2707176363363894
