timestamp_utc,timestamp_epoch,temp_f,temp_c,device_id
2021-01-03 09:05:29,1609664729,60.3,15.7,2582277131565505
2021-01-03 09:09:25,1609664965,60.3,15.7,2582277131565505
2021-01-03 09:09:29,1609664969,60.3,15.7,2582277131565505
2021-01-03 09:23:59,1609665839,60.3,15.7,2582277131565505
2021-01-03 09:15:59,1609665359,60.3,15.7,2582277131565505
2021-01-03 09:16:05,1609665365,60.3,15.7,2582277131565505
2021-01-03 10:20:30,1609669230,60.3,15.7,2582277131565505
2021-01-03 09:24:55,1609665895,60.3,15.7,2582277131565505
2021-01-03 09:25:10,1609665910,60.3,15.7,2582277131565505
2021-01-03 09:15:54,1609665354,60.3,15.7,2582277131565505
2021-01-03 09:18:44,1609665524,60.3,15.7,2582277131565505
2021-01-03 09:28:59,1609666139,60.3,15.7,2582277131565505
2021-01-03 10:19:26,1609669166,60.3,15.7,2582277131565505
2021-01-03 09:19:36,1609665576,60.3,15.7,2582277131565505
2021-01-03 10:00:32,1609668032,60.3,15.7,2582277131565505
2021-01-03 10:25:33,1609669533,60.3,15.7,2582277131565505
2021-01-03 11:25:46,1609673146,60.3,15.7,2582277131565505
2021-01-03 12:04:55,1609675495,60.3,15.7,2582277131565505
2021-01-03 12:32:27,1609677147,60.3,15.7,2582277131565505
2021-01-03 12:47:11,1609678031,60.3,15.7,2582277131565505
2021-01-03 12:34:17,1609677257,60.3,15.7,2582277131565505
2021-01-03 12:30:51,1609677051,60.3,15.7,2582277131565505
2021-01-03 14:14:21,1609683261,60.3,15.7,2582277131565505
2021-01-03 12:55:55,1609678555,60.3,15.7,2582277131565505
2021-01-03 13:14:50,1609679690,60.3,15.7,2582277131565505
2021-01-03 13:40:39,1609681239,60.3,15.7,2582277131565505
2021-01-03 12:56:08,1609678568,60.3,15.7,2582277131565505
2021-01-03 17:49:32,1609696172,60.3,15.7,2582277131565505
2021-01-03 17:50:29,1609696229,60.3,15.7,2582277131565505
2021-01-03 17:49:30,1609696170,60.3,15.7,2582277131565505
2021-01-03 17:49:18,1609696158,60.3,15.7,2582277131565505
2021-01-03 16:06:23,1609689983,60.3,15.7,2582277131565505
2021-01-03 17:28:29,1609694909,60.3,15.7,2582277131565505
2021-01-03 17:07:13,1609693633,60.3,15.7,2582277131565505
2021-01-03 16:26:34,1609691194,60.3,15.7,2582277131565505
2021-01-03 09:09:05,1609664945,60.3,15.7,2582277131565505
2021-01-03 09:10:32,1609665032,60.3,15.7,2582277131565505
2021-01-03 09:06:22,1609664782,60.3,15.7,2582277131565505
2021-01-03 09:10:41,1609665041,60.3,15.7,2582277131565505
2021-01-03 09:07:46,1609664866,60.3,15.7,2582277131565505
2021-01-03 09:10:23,1609665023,60.3,15.7,2582277131565505
2021-01-03 09:11:09,1609665069,60.3,15.7,2582277131565505
2021-01-03 09:15:09,1609665309,60.3,15.7,2582277131565505
2021-01-03 09:12:19,1609665139,60.3,15.7,2582277131565505
2021-01-03 10:22:42,1609669362,60.3,15.7,2582277131565505
2021-01-03 09:15:51,1609665351,60.3,15.7,2582277131565505
2021-01-03 09:13:02,1609665182,60.3,15.7,2582277131565505
2021-01-03 10:17:15,1609669035,60.3,15.7,2582277131565505
2021-01-03 09:13:56,1609665236,60.3,15.7,2582277131565505
2021-01-03 10:21:20,1609669280,60.3,15.7,2582277131565505
2021-01-03 09:24:17,1609665857,60.3,15.7,2582277131565505
2021-01-03 09:19:30,1609665570,60.3,15.7,2582277131565505
2021-01-03 09:12:25,1609665145,60.3,15.7,2582277131565505
2021-01-03 11:25:25,1609673125,60.3,15.7,2582277131565505
2021-01-03 11:33:28,1609673608,60.3,15.7,2582277131565505
2021-01-03 11:25:28,1609673128,60.3,15.7,2582277131565505
2021-01-03 12:33:31,1609677211,60.3,15.7,2582277131565505
2021-01-03 12:34:01,1609677241,60.3,15.7,2582277131565505
2021-01-03 12:34:07,1609677247,60.3,15.7,2582277131565505
2021-01-03 12:32:03,1609677123,60.3,15.7,2582277131565505
2021-01-03 12:04:22,1609675462,60.3,15.7,2582277131565505
2021-01-03 14:31:16,1609684276,60.3,15.7,2582277131565505
2021-01-03 15:02:39,1609686159,60.3,15.7,2582277131565505
2021-01-03 14:51:17,1609685477,60.3,15.7,2582277131565505
2021-01-03 14:04:42,1609682682,60.3,15.7,2582277131565505
2021-01-03 14:31:17,1609684277,60.3,15.7,2582277131565505
2021-01-03 15:13:02,1609686782,60.3,15.7,2582277131565505
2021-01-03 15:56:29,1609689389,60.3,15.7,2582277131565505
2021-01-03 16:26:47,1609691207,60.3,15.7,2582277131565505
2021-01-03 17:28:19,1609694899,60.3,15.7,2582277131565505
2021-01-03 16:26:37,1609691197,60.3,15.7,2582277131565505
2021-01-03 16:47:25,1609692445,60.3,15.7,2582277131565505
2021-01-03 17:06:43,1609693603,60.3,15.7,2582277131565505
2021-01-03 16:27:54,1609691274,60.3,15.7,2582277131565505
2021-01-03 16:47:29,1609692449,60.3,15.7,2582277131565505
2021-01-03 17:07:06,1609693626,60.3,15.7,2582277131565505
2021-01-03 17:28:21,1609694901,60.3,15.7,2582277131565505
2021-01-03 16:26:17,1609691177,60.3,15.7,2582277131565505
2021-01-03 16:27:00,1609691220,60.3,15.7,2582277131565505
2021-01-03 17:27:39,1609694859,60.3,15.7,2582277131565505
2021-01-03 16:27:46,1609691266,60.3,15.7,2582277131565505
2021-01-03 02:02:38,1609639358,60.3,15.7,2582277131565505
2021-01-03 09:06:50,1609664810,60.3,15.7,2582277131565505
2021-01-03 09:09:34,1609664974,60.3,15.7,2582277131565505
2021-01-03 09:10:37,1609665037,60.3,15.7,2582277131565505
2021-01-03 09:05:39,1609664739,60.3,15.7,2582277131565505
2021-01-03 09:09:10,1609664950,60.3,15.7,2582277131565505
2021-01-03 09:14:14,1609665254,60.3,15.7,2582277131565505
2021-01-03 09:18:05,1609665485,60.3,15.7,2582277131565505
2021-01-03 09:14:46,1609665286,60.3,15.7,2582277131565505
2021-01-03 10:21:24,1609669284,60.3,15.7,2582277131565505
2021-01-03 09:21:17,1609665677,60.3,15.7,2582277131565505
2021-01-03 09:18:19,1609665499,60.3,15.7,2582277131565505
2021-01-03 09:24:04,1609665844,60.3,15.7,2582277131565505
2021-01-03 10:20:56,1609669256,60.3,15.7,2582277131565505
2021-01-03 09:25:30,1609665930,60.3,15.7,2582277131565505
